Date,Age Group,Sex,Sinovac 1st dose,Sinovac 2nd dose,Sinovac 3rd dose,BioNTech 1st dose,BioNTech 2nd dose,BioNTech 3rd dose
6/8/2021,60-69,M,1323,1329,0,642,965,0
6/8/2021,70-79,F,687,451,0,481,269,0
6/8/2021,70-79,M,645,418,0,498,240,0
6/8/2021,80 and above,F,202,103,0,101,37,0
6/8/2021,80 and above,M,190,78,0,103,24,0
7/8/2021,0-19,F,30,57,0,912,1421,0
7/8/2021,0-19,M,35,38,0,848,1251,0
7/8/2021,20-29,F,315,358,0,2515,2792,0
7/8/2021,20-29,M,268,292,0,1627,2033,0
7/8/2021,30-39,F,669,653,0,2800,3484,0
7/8/2021,30-39,M,382,445,0,1751,2108,0
7/8/2021,40-49,F,1098,1257,0,2358,3363,0
7/8/2021,40-49,M,641,755,0,1214,1960,0
7/8/2021,50-59,F,1458,1587,0,1868,2699,0
7/8/2021,50-59,M,1076,1109,0,1138,1786,0
7/8/2021,60-69,F,1225,988,0,1072,1270,0
7/8/2021,60-69,M,1170,918,0,752,1053,0
7/8/2021,70-79,F,564,285,0,448,296,0
7/8/2021,70-79,M,487,266,0,400,226,0
7/8/2021,80 and above,F,181,68,0,109,55,0
7/8/2021,80 and above,M,135,56,0,88,46,0
8/8/2021,0-19,F,41,45,0,1586,1576,0
8/8/2021,0-19,M,33,31,0,1526,1441,0
8/8/2021,20-29,F,243,255,0,3085,2214,0
8/8/2021,20-29,M,217,242,0,2193,1705,0
8/8/2021,30-39,F,562,487,0,3214,2639,0
8/8/2021,30-39,M,302,325,0,2132,1514,0
8/8/2021,40-49,F,748,775,1,2679,2447,0
8/8/2021,40-49,M,458,538,1,1583,1389,0
8/8/2021,50-59,F,783,826,0,2091,1618,0
8/8/2021,50-59,M,694,784,0,1278,1253,0
8/8/2021,60-69,F,557,407,0,1090,814,0
8/8/2021,60-69,M,636,470,1,926,748,0
8/8/2021,70-79,F,198,130,0,376,217,0
8/8/2021,70-79,M,190,120,0,358,193,0
8/8/2021,80 and above,F,72,19,0,85,40,0
8/8/2021,80 and above,M,45,21,0,79,38,0
9/8/2021,0-19,F,47,70,0,1297,2012,0
9/8/2021,0-19,M,52,65,0,1244,1904,0
9/8/2021,20-29,F,275,339,0,3032,2026,0
9/8/2021,20-29,M,252,359,0,2725,1878,0
9/8/2021,30-39,F,557,786,0,2985,2141,0
9/8/2021,30-39,M,388,491,0,2559,1812,0
9/8/2021,40-49,F,1068,1549,0,2365,2171,0
9/8/2021,40-49,M,605,761,0,1638,1430,0
9/8/2021,50-59,F,1523,2087,0,2087,1950,0
9/8/2021,50-59,M,1033,1322,0,1282,1311,0
9/8/2021,60-69,F,1539,1592,0,1153,1147,0
9/8/2021,60-69,M,1272,1450,0,893,1092,0
9/8/2021,70-79,F,660,514,0,499,348,0
9/8/2021,70-79,M,651,552,0,517,354,0
9/8/2021,80 and above,F,229,121,0,108,55,0
9/8/2021,80 and above,M,183,123,0,115,67,0
10/8/2021,0-19,F,48,56,0,1495,1815,0
10/8/2021,0-19,M,61,58,0,1392,1920,0
10/8/2021,20-29,F,245,283,0,3083,1811,0
10/8/2021,20-29,M,235,274,0,2832,1621,0
10/8/2021,30-39,F,550,686,0,3212,1941,0
10/8/2021,30-39,M,340,407,0,2606,1474,0
10/8/2021,40-49,F,982,1274,0,2548,1915,0
10/8/2021,40-49,M,566,652,0,1727,1271,0
10/8/2021,50-59,F,1417,1789,0,2370,1739,0
10/8/2021,50-59,M,913,1119,0,1444,1292,0
10/8/2021,60-69,F,1431,1315,0,1532,1160,0
10/8/2021,60-69,M,1177,1175,0,1136,1083,0
10/8/2021,70-79,F,715,456,0,569,321,0
10/8/2021,70-79,M,695,481,0,636,353,0
10/8/2021,80 and above,F,266,106,0,142,63,0
10/8/2021,80 and above,M,248,96,0,151,50,0
11/8/2021,0-19,F,37,58,0,1779,1637,0
11/8/2021,0-19,M,35,46,0,1973,1820,0
11/8/2021,20-29,F,230,257,0,2753,2176,0
11/8/2021,20-29,M,240,265,0,2661,1704,0
11/8/2021,30-39,F,539,598,0,2644,2139,0
11/8/2021,30-39,M,318,333,0,2111,1644,0
11/8/2021,40-49,F,943,1172,0,2329,2115,0
11/8/2021,40-49,M,551,561,0,1473,1299,0
11/8/2021,50-59,F,1358,1469,0,1962,1832,0
11/8/2021,50-59,M,874,928,0,1438,1203,0
11/8/2021,60-69,F,1550,1170,0,2024,1133,0
11/8/2021,60-69,M,1467,969,0,2008,1052,0
11/8/2021,70-79,F,659,409,0,449,323,0
11/8/2021,70-79,M,613,404,0,492,353,0
11/8/2021,80 and above,F,193,80,0,121,72,0
11/8/2021,80 and above,M,183,79,0,136,50,0
12/8/2021,0-19,F,43,51,0,1525,1412,0
12/8/2021,0-19,M,42,51,0,1512,1476,0
12/8/2021,20-29,F,262,298,0,2467,2640,0
12/8/2021,20-29,M,224,268,0,2407,2026,0
12/8/2021,30-39,F,585,707,0,2532,2965,0
12/8/2021,30-39,M,357,393,0,2056,2018,0
12/8/2021,40-49,F,995,1301,0,2055,2736,0
12/8/2021,40-49,M,539,600,0,1353,1602,0
12/8/2021,50-59,F,1488,1779,0,1881,2307,0
12/8/2021,50-59,M,935,1048,0,1165,1320,0
12/8/2021,60-69,F,1478,1214,0,1612,1075,0
12/8/2021,60-69,M,1358,1017,0,1503,902,0
12/8/2021,70-79,F,634,411,0,458,288,0
12/8/2021,70-79,M,589,399,0,450,261,0
12/8/2021,80 and above,F,217,89,0,105,36,0
12/8/2021,80 and above,M,198,109,0,123,42,0
13/8/2021,0-19,F,50,45,0,1480,1264,0
13/8/2021,0-19,M,32,36,0,1533,1271,0
13/8/2021,20-29,F,271,341,0,2533,2676,0
13/8/2021,20-29,M,204,245,0,2158,1815,0
13/8/2021,30-39,F,579,793,0,2865,3344,0
13/8/2021,30-39,M,306,388,0,2027,2141,0
13/8/2021,40-49,F,1104,1561,0,2391,3242,0
13/8/2021,40-49,M,551,705,0,1418,1748,0
13/8/2021,50-59,F,1506,2064,0,2030,2613,0
13/8/2021,50-59,M,892,1181,0,1189,1395,0
13/8/2021,60-69,F,1532,1386,0,1600,1189,0
13/8/2021,60-69,M,1327,1107,0,1372,833,0
13/8/2021,70-79,F,614,464,0,416,238,0
13/8/2021,70-79,M,533,459,0,420,209,0
13/8/2021,80 and above,F,216,88,0,91,43,0
13/8/2021,80 and above,M,178,94,0,96,26,0
14/8/2021,0-19,F,34,53,0,1379,1298,0
14/8/2021,0-19,M,56,44,0,1428,1242,0
14/8/2021,20-29,F,244,322,0,2493,2990,0
14/8/2021,20-29,M,178,284,0,1959,1922,0
14/8/2021,30-39,F,612,684,0,2900,3467,0
14/8/2021,30-39,M,355,415,0,1672,2070,0
14/8/2021,40-49,F,850,1242,0,2332,3120,0
14/8/2021,40-49,M,534,677,0,1306,1731,1
14/8/2021,50-59,F,1136,1545,0,1883,2416,0
14/8/2021,50-59,M,854,1129,0,1191,1607,0
14/8/2021,60-69,F,1157,995,0,1451,1176,0
14/8/2021,60-69,M,1108,999,0,1306,922,0
14/8/2021,70-79,F,416,324,0,390,251,0
14/8/2021,70-79,M,397,289,0,358,222,0
14/8/2021,80 and above,F,142,87,0,77,49,0
14/8/2021,80 and above,M,124,60,0,85,30,0
15/8/2021,0-19,F,25,35,0,2076,1472,0
15/8/2021,0-19,M,33,41,0,1998,1347,0
15/8/2021,20-29,F,220,285,0,2909,2295,0
15/8/2021,20-29,M,137,268,0,2390,1762,0
15/8/2021,30-39,F,425,599,0,3074,2703,0
15/8/2021,30-39,M,215,347,0,1886,1649,0
15/8/2021,40-49,F,579,881,0,2610,2356,0
15/8/2021,40-49,M,346,552,0,1383,1261,0
15/8/2021,50-59,F,586,887,0,1869,1616,0
15/8/2021,50-59,M,556,843,0,1300,1102,0
15/8/2021,60-69,F,494,504,0,1282,773,0
15/8/2021,60-69,M,760,674,0,1273,686,0
15/8/2021,70-79,F,161,151,0,320,210,0
15/8/2021,70-79,M,158,148,0,277,146,0
15/8/2021,80 and above,F,59,28,0,96,44,0
15/8/2021,80 and above,M,43,41,0,68,34,0
16/8/2021,0-19,F,38,48,0,2104,1525,0
16/8/2021,0-19,M,54,50,0,2083,1482,0
16/8/2021,20-29,F,214,286,0,2770,2196,0
16/8/2021,20-29,M,229,267,0,2907,1857,0
16/8/2021,30-39,F,509,657,0,2678,2047,0
16/8/2021,30-39,M,324,399,0,2369,1768,0
16/8/2021,40-49,F,908,1275,0,2303,1858,0
16/8/2021,40-49,M,436,665,0,1559,1299,0
16/8/2021,50-59,F,1312,1770,0,1916,1704,0
16/8/2021,50-59,M,798,1061,0,1391,1124,0
16/8/2021,60-69,F,1432,1354,0,1679,1031,0
16/8/2021,60-69,M,1278,1247,0,1448,834,0
16/8/2021,70-79,F,631,486,0,427,254,0
16/8/2021,70-79,M,570,481,0,438,268,0
16/8/2021,80 and above,F,193,108,0,131,53,0
16/8/2021,80 and above,M,187,110,0,100,55,0
17/8/2021,0-19,F,44,45,0,2082,1659,0
17/8/2021,0-19,M,38,43,0,2192,1634,0
17/8/2021,20-29,F,218,239,0,2757,2031,0
17/8/2021,20-29,M,201,208,0,2736,1835,0
17/8/2021,30-39,F,497,559,0,2607,2007,0
17/8/2021,30-39,M,291,334,0,2076,1588,0
17/8/2021,40-49,F,816,1028,1,2221,1833,0
17/8/2021,40-49,M,431,476,0,1430,1125,0
17/8/2021,50-59,F,1164,1463,0,1938,1640,0
17/8/2021,50-59,M,831,913,0,1351,1094,0
17/8/2021,60-69,F,1276,1153,0,1432,1115,0
17/8/2021,60-69,M,1141,986,0,1375,879,0
17/8/2021,70-79,F,597,428,0,448,317,0
17/8/2021,70-79,M,536,428,0,404,329,0
17/8/2021,80 and above,F,218,88,0,104,55,0
17/8/2021,80 and above,M,207,88,0,103,50,0
18/8/2021,0-19,F,40,33,0,2153,1471,0
18/8/2021,0-19,M,41,43,0,2104,1448,0
18/8/2021,20-29,F,189,234,0,2643,2039,0
18/8/2021,20-29,M,141,207,0,2704,1725,0
18/8/2021,30-39,F,403,549,0,2595,2181,0
18/8/2021,30-39,M,271,297,0,2028,1701,0
18/8/2021,40-49,F,757,1077,5,2111,1916,5
18/8/2021,40-49,M,385,553,0,1381,1203,2
18/8/2021,50-59,F,1107,1476,5,1862,1722,0
18/8/2021,50-59,M,689,921,3,1354,1109,5
18/8/2021,60-69,F,1219,1177,1,1393,1049,2
18/8/2021,60-69,M,995,1013,1,1307,874,2
18/8/2021,70-79,F,500,429,0,416,298,0
18/8/2021,70-79,M,480,406,0,423,265,0
18/8/2021,80 and above,F,222,91,0,132,54,0
18/8/2021,80 and above,M,177,70,0,109,52,0
19/8/2021,0-19,F,39,46,0,1691,1189,0
19/8/2021,0-19,M,43,33,0,1806,949,0
19/8/2021,20-29,F,225,237,0,2576,2560,0
19/8/2021,20-29,M,169,206,0,2399,2057,0
19/8/2021,30-39,F,444,557,0,2472,2883,0
19/8/2021,30-39,M,239,332,0,1882,2125,0
19/8/2021,40-49,F,777,1141,0,1854,2374,0
19/8/2021,40-49,M,422,532,0,1158,1530,0
19/8/2021,50-59,F,1140,1584,0,1508,1970,0
19/8/2021,50-59,M,721,959,0,993,1162,0
19/8/2021,60-69,F,1107,1160,0,1080,938,0
19/8/2021,60-69,M,969,1022,0,966,690,0
19/8/2021,70-79,F,525,446,0,313,563,0
19/8/2021,70-79,M,412,445,0,296,762,0
19/8/2021,80 and above,F,193,103,0,93,115,0
19/8/2021,80 and above,M,148,79,0,82,150,0
20/8/2021,0-19,F,30,42,0,1224,1204,0
20/8/2021,0-19,M,40,50,0,1307,1272,0
20/8/2021,20-29,F,192,276,0,2081,2847,0
20/8/2021,20-29,M,178,196,0,1630,1899,0
20/8/2021,30-39,F,483,687,0,2393,3525,0
20/8/2021,30-39,M,257,386,0,1597,2349,0
20/8/2021,40-49,F,887,1377,0,1840,3377,0
20/8/2021,40-49,M,449,716,0,1108,1799,0
20/8/2021,50-59,F,1230,2008,0,1484,2744,0
20/8/2021,50-59,M,775,1136,0,851,1466,0
20/8/2021,60-69,F,1182,1449,0,1086,1334,0
20/8/2021,60-69,M,1056,1219,0,870,862,0
20/8/2021,70-79,F,532,466,0,301,584,0
20/8/2021,70-79,M,433,452,0,271,645,0
20/8/2021,80 and above,F,197,106,0,78,107,0
20/8/2021,80 and above,M,150,79,0,75,151,0
21/8/2021,0-19,F,28,48,0,1003,1456,0
21/8/2021,0-19,M,31,54,0,1003,1510,1
21/8/2021,20-29,F,178,320,0,1936,3183,0
21/8/2021,20-29,M,143,300,0,1466,2161,0
21/8/2021,30-39,F,461,734,0,2207,3779,0
21/8/2021,30-39,M,244,463,0,1278,2286,0
21/8/2021,40-49,F,673,1336,0,1807,3532,1
21/8/2021,40-49,M,415,834,0,917,1809,1
21/8/2021,50-59,F,797,1567,0,1216,2663,0
21/8/2021,50-59,M,674,1165,0,789,1620,0
21/8/2021,60-69,F,814,1141,0,886,1326,0
21/8/2021,60-69,M,854,1009,0,828,1032,0
21/8/2021,70-79,F,353,374,0,260,577,0
21/8/2021,70-79,M,267,314,0,224,547,0
21/8/2021,80 and above,F,184,88,0,68,97,0
21/8/2021,80 and above,M,110,62,0,45,102,0
22/8/2021,0-19,F,19,46,10,1526,1575,0
22/8/2021,0-19,M,30,42,6,1512,1563,0
22/8/2021,20-29,F,124,260,1,2299,2631,0
22/8/2021,20-29,M,98,202,0,1827,1972,0
22/8/2021,30-39,F,336,589,2,2564,2923,0
22/8/2021,30-39,M,159,308,0,1434,1805,0
22/8/2021,40-49,F,429,933,10,1972,2510,0
22/8/2021,40-49,M,241,584,7,1033,1309,0
22/8/2021,50-59,F,484,969,1,1199,1721,0
22/8/2021,50-59,M,420,892,4,1003,1227,0
22/8/2021,60-69,F,370,520,0,805,894,0
22/8/2021,60-69,M,487,661,0,793,786,0
22/8/2021,70-79,F,134,162,0,207,412,0
22/8/2021,70-79,M,115,126,0,169,397,0
22/8/2021,80 and above,F,54,32,0,57,92,0
22/8/2021,80 and above,M,37,33,0,47,98,0
23/8/2021,0-19,F,23,43,0,1794,1594,0
23/8/2021,0-19,M,39,53,0,1759,1553,0
23/8/2021,20-29,F,178,297,0,2119,2486,0
23/8/2021,20-29,M,176,219,0,2156,2112,0
23/8/2021,30-39,F,397,650,0,1998,2331,0
23/8/2021,30-39,M,249,368,0,1583,1961,0
23/8/2021,40-49,F,709,1310,0,1607,1975,0
23/8/2021,40-49,M,397,669,0,1121,1339,0
23/8/2021,50-59,F,1106,1898,0,1382,1767,0
23/8/2021,50-59,M,727,1126,0,989,1235,0
23/8/2021,60-69,F,1167,1524,0,1062,1162,0
23/8/2021,60-69,M,992,1272,0,1037,896,0
23/8/2021,70-79,F,508,608,0,378,602,0
23/8/2021,70-79,M,430,530,0,348,680,0
23/8/2021,80 and above,F,228,144,0,78,123,0
23/8/2021,80 and above,M,177,136,0,105,163,0
24/8/2021,0-19,F,31,35,0,1828,1598,0
24/8/2021,0-19,M,50,41,0,1947,1482,0
24/8/2021,20-29,F,160,241,0,2141,2026,0
24/8/2021,20-29,M,150,225,0,2196,1809,0
24/8/2021,30-39,F,399,621,2,2048,2144,0
24/8/2021,30-39,M,251,397,0,1632,1728,1
24/8/2021,40-49,F,686,1081,4,1772,1917,1
24/8/2021,40-49,M,357,559,0,1091,1170,0
24/8/2021,50-59,F,978,1542,3,1541,1711,6
24/8/2021,50-59,M,636,922,3,1105,1077,0
24/8/2021,60-69,F,998,1319,1,1131,1157,1
24/8/2021,60-69,M,871,1124,2,972,932,1
24/8/2021,70-79,F,477,553,0,347,639,0
24/8/2021,70-79,M,421,469,0,340,702,0
24/8/2021,80 and above,F,280,136,0,105,119,0
24/8/2021,80 and above,M,169,133,0,103,152,0
25/8/2021,0-19,F,17,55,0,1728,1588,0
25/8/2021,0-19,M,27,50,0,1693,1555,0
25/8/2021,20-29,F,159,252,0,2029,2439,0
25/8/2021,20-29,M,162,216,0,1929,2030,0
25/8/2021,30-39,F,346,633,0,2121,2440,0
25/8/2021,30-39,M,236,370,0,1501,1897,0
25/8/2021,40-49,F,645,1237,0,1677,2048,0
25/8/2021,40-49,M,345,576,0,1049,1230,0
25/8/2021,50-59,F,887,1684,0,1434,1854,0
25/8/2021,50-59,M,546,977,0,917,1109,0
25/8/2021,60-69,F,942,1281,0,976,1224,0
25/8/2021,60-69,M,820,1075,0,883,923,0
25/8/2021,70-79,F,387,493,0,342,547,0
25/8/2021,70-79,M,401,437,0,311,621,0
25/8/2021,80 and above,F,190,130,0,104,122,0
25/8/2021,80 and above,M,120,127,0,79,129,0
26/8/2021,0-19,F,32,40,0,1226,1210,0
26/8/2021,0-19,M,40,45,0,1202,1115,0
26/8/2021,20-29,F,190,298,0,1990,3220,0
26/8/2021,20-29,M,172,231,0,1768,2391,0
26/8/2021,30-39,F,412,717,0,2074,3584,0
26/8/2021,30-39,M,254,404,0,1423,2612,0
26/8/2021,40-49,F,679,1322,0,1585,2872,0
26/8/2021,40-49,M,376,651,0,938,1685,0
26/8/2021,50-59,F,999,2037,0,1372,2383,0
26/8/2021,50-59,M,588,1084,0,808,1273,0
26/8/2021,60-69,F,948,1502,0,890,1261,0
26/8/2021,60-69,M,882,1154,0,795,873,0
26/8/2021,70-79,F,449,741,0,269,483,0
26/8/2021,70-79,M,390,706,0,304,546,0
26/8/2021,80 and above,F,275,169,0,82,97,0
26/8/2021,80 and above,M,164,196,0,92,120,0
27/8/2021,0-19,F,46,42,0,1372,1169,0
27/8/2021,0-19,M,37,48,0,1452,1113,0
27/8/2021,20-29,F,198,314,0,1842,3205,0
27/8/2021,20-29,M,179,255,0,1370,2292,0
27/8/2021,30-39,F,453,785,0,2149,4027,0
27/8/2021,30-39,M,243,407,0,1300,2525,0
27/8/2021,40-49,F,786,1478,0,1813,3596,0
27/8/2021,40-49,M,433,713,0,968,1838,0
27/8/2021,50-59,F,1210,2146,0,1378,2837,0
27/8/2021,50-59,M,687,1162,0,834,1402,0
27/8/2021,60-69,F,1014,1582,0,864,1383,0
27/8/2021,60-69,M,830,1153,0,664,872,0
27/8/2021,70-79,F,442,664,0,223,548,0
27/8/2021,70-79,M,359,643,0,219,571,0
27/8/2021,80 and above,F,167,175,0,54,106,0
27/8/2021,80 and above,M,134,175,0,47,99,0
28/8/2021,0-19,F,37,45,0,1265,1462,0
28/8/2021,0-19,M,29,61,0,1340,1368,0
28/8/2021,20-29,F,207,313,0,1782,3401,0
28/8/2021,20-29,M,149,273,0,1226,2208,0
28/8/2021,30-39,F,414,771,0,2048,4031,0
28/8/2021,30-39,M,207,414,0,1137,2441,0
28/8/2021,40-49,F,677,1336,0,1650,3398,0
28/8/2021,40-49,M,379,728,0,905,1829,0
28/8/2021,50-59,F,929,1825,0,1309,2701,0
28/8/2021,50-59,M,639,1205,0,739,1523,0
28/8/2021,60-69,F,866,1253,0,917,1476,0
28/8/2021,60-69,M,738,1022,0,808,1004,0
28/8/2021,70-79,F,357,605,0,262,554,0
28/8/2021,70-79,M,317,538,0,234,470,0
28/8/2021,80 and above,F,226,168,0,81,141,0
28/8/2021,80 and above,M,131,140,0,63,103,0
29/8/2021,0-19,F,21,19,2,1497,1708,0
29/8/2021,0-19,M,24,29,7,1501,1639,0
29/8/2021,20-29,F,174,273,0,1917,3259,0
29/8/2021,20-29,M,126,227,1,1338,2368,0
29/8/2021,30-39,F,311,689,1,2118,3405,0
29/8/2021,30-39,M,158,306,0,1136,2224,0
29/8/2021,40-49,F,426,1006,10,1605,2815,0
29/8/2021,40-49,M,226,547,4,816,1633,0
29/8/2021,50-59,F,420,971,2,1062,2118,0
29/8/2021,50-59,M,367,850,5,730,1320,0
29/8/2021,60-69,F,347,657,0,626,1092,0
29/8/2021,60-69,M,396,664,1,633,919,0
29/8/2021,70-79,F,118,278,0,216,385,0
29/8/2021,70-79,M,77,281,0,173,379,0
29/8/2021,80 and above,F,47,66,0,53,78,0
29/8/2021,80 and above,M,30,69,0,56,78,0
30/8/2021,0-19,F,32,55,0,1502,1302,0
30/8/2021,0-19,M,49,52,0,1564,1277,0
30/8/2021,20-29,F,165,330,0,1824,3463,0
30/8/2021,20-29,M,164,311,0,1619,3024,0
30/8/2021,30-39,F,391,839,0,1798,3416,0
30/8/2021,30-39,M,270,553,0,1309,2870,0
30/8/2021,40-49,F,693,1565,0,1314,2594,0
30/8/2021,40-49,M,400,829,0,887,1801,0
30/8/2021,50-59,F,1101,2279,0,1032,2341,0
30/8/2021,50-59,M,687,1331,0,776,1397,0
30/8/2021,60-69,F,1068,1753,0,892,1260,0
30/8/2021,60-69,M,848,1487,0,762,945,0
30/8/2021,70-79,F,490,920,0,341,516,0
30/8/2021,70-79,M,413,850,0,291,539,0
30/8/2021,80 and above,F,231,229,0,112,115,0
30/8/2021,80 and above,M,186,243,0,124,122,0
31/8/2021,0-19,F,20,52,0,1015,1148,0
31/8/2021,0-19,M,31,64,0,1176,1174,0
31/8/2021,20-29,F,153,326,0,1459,3250,0
31/8/2021,20-29,M,146,308,0,1443,2952,0
31/8/2021,30-39,F,375,891,0,1587,3455,0
31/8/2021,30-39,M,230,499,0,1137,2871,0
31/8/2021,40-49,F,609,1567,0,1238,2656,0
31/8/2021,40-49,M,352,869,0,817,1878,0
31/8/2021,50-59,F,901,2259,0,1105,2439,0
31/8/2021,50-59,M,555,1311,0,720,1463,0
31/8/2021,60-69,F,940,1885,0,787,1502,0
31/8/2021,60-69,M,775,1519,0,708,1088,0
31/8/2021,70-79,F,480,901,0,267,552,0
31/8/2021,70-79,M,365,830,0,270,630,0
31/8/2021,80 and above,F,271,245,0,90,135,0
31/8/2021,80 and above,M,157,238,0,85,155,0
1/9/2021,0-19,F,19,31,0,955,887,0
1/9/2021,0-19,M,20,41,0,1054,1006,0
1/9/2021,20-29,F,157,201,0,1595,1811,0
1/9/2021,20-29,M,142,165,0,1815,1884,0
1/9/2021,30-39,F,293,507,0,1678,1696,0
1/9/2021,30-39,M,199,337,0,1244,1494,0
1/9/2021,40-49,F,486,876,0,1509,1445,0
1/9/2021,40-49,M,303,506,0,952,991,0
1/9/2021,50-59,F,781,1371,0,1426,1408,0
1/9/2021,50-59,M,547,817,0,986,1020,0
1/9/2021,60-69,F,928,1384,0,1064,1633,0
1/9/2021,60-69,M,707,1116,0,912,1705,0
1/9/2021,70-79,F,458,740,0,379,404,0
1/9/2021,70-79,M,391,691,0,360,453,0
1/9/2021,80 and above,F,252,220,0,138,106,0
1/9/2021,80 and above,M,174,209,0,129,121,0
2/9/2021,0-19,F,22,22,0,821,834,0
2/9/2021,0-19,M,17,33,0,1028,836,0
2/9/2021,20-29,F,153,193,0,1440,1918,0
2/9/2021,20-29,M,148,198,0,1686,1867,0
2/9/2021,30-39,F,335,539,0,1627,1857,0
2/9/2021,30-39,M,197,289,0,1169,1567,0
2/9/2021,40-49,F,491,934,0,1416,1599,0
2/9/2021,40-49,M,324,505,0,955,1075,0
2/9/2021,50-59,F,726,1401,0,1374,1460,0
2/9/2021,50-59,M,527,887,0,894,947,0
2/9/2021,60-69,F,810,1414,0,1031,1394,0
2/9/2021,60-69,M,652,1143,0,822,1307,0
2/9/2021,70-79,F,415,759,0,365,413,0
2/9/2021,70-79,M,347,646,0,348,410,0
2/9/2021,80 and above,F,222,211,0,158,91,0
2/9/2021,80 and above,M,135,189,0,114,110,0
3/9/2021,0-19,F,27,34,0,1677,1623,0
3/9/2021,0-19,M,27,41,0,1452,1512,0
3/9/2021,20-29,F,145,253,0,1417,2353,0
3/9/2021,20-29,M,119,222,0,1433,1885,0
3/9/2021,30-39,F,303,667,0,2141,2782,0
3/9/2021,30-39,M,189,386,0,1191,1766,0
3/9/2021,40-49,F,550,1209,0,1938,2490,0
3/9/2021,40-49,M,294,642,0,973,1336,0
3/9/2021,50-59,F,763,1800,0,1479,1991,0
3/9/2021,50-59,M,487,1083,0,901,1112,0
3/9/2021,60-69,F,747,1704,0,925,1573,0
3/9/2021,60-69,M,681,1307,0,717,1254,0
3/9/2021,70-79,F,402,693,0,340,409,0
3/9/2021,70-79,M,321,645,0,299,419,0
3/9/2021,80 and above,F,193,203,0,100,86,0
3/9/2021,80 and above,M,140,188,0,86,98,0
4/9/2021,0-19,F,31,53,0,1927,2165,1
4/9/2021,0-19,M,32,47,0,1989,2222,3
4/9/2021,20-29,F,119,328,0,1634,2719,0
4/9/2021,20-29,M,105,273,0,1432,1954,0
4/9/2021,30-39,F,283,725,0,2307,2885,0
4/9/2021,30-39,M,160,385,0,1208,1652,0
4/9/2021,40-49,F,454,1184,0,2078,2391,1
4/9/2021,40-49,M,276,657,0,1151,1356,1
4/9/2021,50-59,F,546,1488,0,1486,1857,0
4/9/2021,50-59,M,443,1075,0,1039,1165,0
4/9/2021,60-69,F,604,1261,0,918,1500,0
4/9/2021,60-69,M,513,1182,0,750,1368,0
4/9/2021,70-79,F,275,613,0,333,429,0
4/9/2021,70-79,M,195,492,0,240,380,0
4/9/2021,80 and above,F,147,192,0,97,94,0
4/9/2021,80 and above,M,87,137,0,74,99,0
5/9/2021,0-19,F,14,43,3,1361,1655,0
5/9/2021,0-19,M,16,36,9,1586,1803,0
5/9/2021,20-29,F,74,254,0,1497,2336,0
5/9/2021,20-29,M,47,199,0,1306,2031,0
5/9/2021,30-39,F,176,540,0,2046,2593,0
5/9/2021,30-39,M,96,280,0,1010,1502,0
5/9/2021,40-49,F,233,728,5,1658,2236,0
5/9/2021,40-49,M,160,449,3,813,1133,0
5/9/2021,50-59,F,230,761,3,1026,1561,0
5/9/2021,50-59,M,206,704,4,772,1135,0
5/9/2021,60-69,F,225,532,0,576,1105,0
5/9/2021,60-69,M,227,661,0,478,1184,0
5/9/2021,70-79,F,73,209,0,231,295,0
5/9/2021,70-79,M,56,195,0,147,272,0
5/9/2021,80 and above,F,54,69,0,83,91,0
5/9/2021,80 and above,M,26,43,0,59,69,0
6/9/2021,0-19,F,19,27,0,582,1017,0
6/9/2021,0-19,M,21,40,0,656,1091,0
6/9/2021,20-29,F,119,251,0,979,1949,0
6/9/2021,20-29,M,127,253,0,1136,2259,0
6/9/2021,30-39,F,276,519,0,1050,2019,0
6/9/2021,30-39,M,192,351,0,908,1943,0
6/9/2021,40-49,F,487,998,0,863,1711,0
6/9/2021,40-49,M,283,579,0,677,1230,0
6/9/2021,50-59,F,684,1494,0,910,1614,0
6/9/2021,50-59,M,499,973,0,594,1203,0
6/9/2021,60-69,F,760,1472,0,722,1486,0
6/9/2021,60-69,M,578,1256,0,541,1401,0
6/9/2021,70-79,F,400,630,0,281,433,0
6/9/2021,70-79,M,319,648,0,274,442,0
6/9/2021,80 and above,F,180,203,0,99,109,0
6/9/2021,80 and above,M,145,172,0,95,92,0
7/9/2021,0-19,F,14,38,0,406,962,0
7/9/2021,0-19,M,12,41,0,548,1083,0
7/9/2021,20-29,F,107,214,0,749,1789,0
7/9/2021,20-29,M,124,182,0,779,2029,0
7/9/2021,30-39,F,257,466,0,853,1833,0
7/9/2021,30-39,M,185,295,0,632,1683,0
7/9/2021,40-49,F,435,829,0,713,1594,0
7/9/2021,40-49,M,250,496,0,461,1195,0
7/9/2021,50-59,F,580,1285,0,703,1523,0
7/9/2021,50-59,M,394,847,0,478,1168,0
7/9/2021,60-69,F,629,1343,0,573,1355,0
7/9/2021,60-69,M,571,1128,0,497,1295,0
7/9/2021,70-79,F,347,650,0,244,424,0
7/9/2021,70-79,M,294,676,0,248,404,0
7/9/2021,80 and above,F,187,240,0,93,101,0
7/9/2021,80 and above,M,118,240,0,87,88,0
8/9/2021,0-19,F,6,23,0,388,990,0
8/9/2021,0-19,M,13,34,0,451,1093,0
8/9/2021,20-29,F,105,209,0,704,1912,0
8/9/2021,20-29,M,95,206,0,721,2091,0
