Date,Age Group,Sex,Sinovac 1st dose,Sinovac 2nd dose,Sinovac 3rd dose,BioNTech 1st dose,BioNTech 2nd dose,BioNTech 3rd dose
22/2/2021,30-39,M,1,0,0,0,0,0
22/2/2021,40-49,F,1,0,0,0,0,0
22/2/2021,40-49,M,11,0,0,0,0,0
22/2/2021,50-59,F,2,0,0,0,0,0
22/2/2021,50-59,M,10,0,0,0,0,0
22/2/2021,60-69,F,6,0,0,0,0,0
22/2/2021,60-69,M,7,0,0,0,0,0
22/2/2021,70-79,F,1,0,0,0,0,0
22/2/2021,70-79,M,8,0,0,0,0,0
23/2/2021,0-19,M,1,0,0,0,0,0
23/2/2021,20-29,F,6,0,0,0,0,0
23/2/2021,20-29,M,8,0,0,0,0,0
23/2/2021,30-39,F,13,0,0,0,0,0
23/2/2021,30-39,M,39,0,0,0,0,0
23/2/2021,40-49,F,35,0,0,0,0,0
23/2/2021,40-49,M,75,0,0,0,0,0
23/2/2021,50-59,F,26,0,0,0,0,0
23/2/2021,50-59,M,93,0,0,0,0,0
23/2/2021,60-69,F,56,0,0,0,0,0
23/2/2021,60-69,M,118,0,0,0,0,0
23/2/2021,70-79,F,22,0,0,0,0,0
23/2/2021,70-79,M,27,0,0,0,0,0
23/2/2021,80 and above,F,7,0,0,0,0,0
23/2/2021,80 and above,M,6,0,0,0,0,0
26/2/2021,0-19,F,13,0,0,0,0,0
26/2/2021,0-19,M,10,0,0,0,0,0
26/2/2021,20-29,F,45,0,0,0,0,0
26/2/2021,20-29,M,47,0,0,0,0,0
26/2/2021,30-39,F,101,0,0,0,0,0
26/2/2021,30-39,M,149,0,0,0,0,0
26/2/2021,40-49,F,316,0,0,0,0,0
26/2/2021,40-49,M,424,0,0,0,0,0
26/2/2021,50-59,F,314,0,0,0,0,0
26/2/2021,50-59,M,551,0,0,0,0,0
26/2/2021,60-69,F,920,0,0,0,0,0
26/2/2021,60-69,M,1965,0,0,0,0,0
26/2/2021,70-79,F,375,0,0,0,0,0
26/2/2021,70-79,M,535,0,0,0,0,0
26/2/2021,80 and above,F,162,0,0,0,0,0
26/2/2021,80 and above,M,139,0,0,0,0,0
27/2/2021,0-19,F,18,0,0,0,0,0
27/2/2021,0-19,M,17,0,0,0,0,0
27/2/2021,20-29,F,65,0,0,0,0,0
27/2/2021,20-29,M,138,0,0,0,0,0
27/2/2021,30-39,F,167,0,0,0,0,0
27/2/2021,30-39,M,308,0,0,0,0,0
27/2/2021,40-49,F,461,0,0,0,0,0
27/2/2021,40-49,M,862,0,0,0,0,0
27/2/2021,50-59,F,402,0,0,0,0,0
27/2/2021,50-59,M,952,0,0,0,0,0
27/2/2021,60-69,F,762,0,0,0,0,0
27/2/2021,60-69,M,1481,0,0,0,0,0
27/2/2021,70-79,F,469,0,0,0,0,0
27/2/2021,70-79,M,576,0,0,0,0,0
27/2/2021,80 and above,F,208,0,0,0,0,0
27/2/2021,80 and above,M,154,0,0,0,0,0
28/2/2021,0-19,F,6,0,0,0,0,0
28/2/2021,0-19,M,13,0,0,0,0,0
28/2/2021,20-29,F,51,0,0,0,0,0
28/2/2021,20-29,M,123,0,0,0,0,0
28/2/2021,30-39,F,159,0,0,0,0,0
28/2/2021,30-39,M,338,0,0,0,0,0
28/2/2021,40-49,F,403,0,0,0,0,0
28/2/2021,40-49,M,926,0,0,0,0,0
28/2/2021,50-59,F,333,0,0,0,0,0
28/2/2021,50-59,M,931,0,0,0,0,0
28/2/2021,60-69,F,802,0,0,0,0,0
28/2/2021,60-69,M,1620,0,0,0,0,0
28/2/2021,70-79,F,455,0,0,0,0,0
28/2/2021,70-79,M,550,0,0,0,0,0
28/2/2021,80 and above,F,165,0,0,0,0,0
28/2/2021,80 and above,M,141,0,0,0,0,0
1/3/2021,0-19,F,6,0,0,0,0,0
1/3/2021,0-19,M,4,0,0,0,0,0
1/3/2021,20-29,F,32,0,0,0,0,0
1/3/2021,20-29,M,42,0,0,0,0,0
1/3/2021,30-39,F,94,0,0,0,0,0
1/3/2021,30-39,M,171,0,0,0,0,0
1/3/2021,40-49,F,319,0,0,0,0,0
1/3/2021,40-49,M,555,0,0,0,0,0
1/3/2021,50-59,F,302,0,0,0,0,0
1/3/2021,50-59,M,649,0,0,0,0,0
1/3/2021,60-69,F,969,0,0,0,0,0
1/3/2021,60-69,M,2078,0,0,0,0,0
1/3/2021,70-79,F,343,0,0,0,0,0
1/3/2021,70-79,M,570,0,0,0,0,0
1/3/2021,80 and above,F,137,0,0,0,0,0
1/3/2021,80 and above,M,137,0,0,0,0,0
2/3/2021,0-19,F,11,0,0,0,0,0
2/3/2021,0-19,M,9,0,0,0,0,0
2/3/2021,20-29,F,69,0,0,0,0,0
2/3/2021,20-29,M,56,0,0,0,0,0
2/3/2021,30-39,F,220,0,0,0,0,0
2/3/2021,30-39,M,204,0,0,0,0,0
2/3/2021,40-49,F,570,0,0,0,0,0
2/3/2021,40-49,M,675,0,0,0,0,0
2/3/2021,50-59,F,622,0,0,0,0,0
2/3/2021,50-59,M,895,0,0,0,0,0
2/3/2021,60-69,F,2547,0,0,0,0,0
2/3/2021,60-69,M,3661,0,0,0,0,0
2/3/2021,70-79,F,1095,0,0,0,0,0
2/3/2021,70-79,M,1600,0,0,0,0,0
2/3/2021,80 and above,F,402,0,0,0,0,0
2/3/2021,80 and above,M,435,0,0,0,0,0
3/3/2021,0-19,F,11,0,0,0,0,0
3/3/2021,0-19,M,11,0,0,0,0,0
3/3/2021,20-29,F,72,0,0,0,0,0
3/3/2021,20-29,M,97,0,0,0,0,0
3/3/2021,30-39,F,255,0,0,0,0,0
3/3/2021,30-39,M,249,0,0,0,0,0
3/3/2021,40-49,F,583,1,0,0,0,0
3/3/2021,40-49,M,692,1,0,0,0,0
3/3/2021,50-59,F,647,0,0,0,0,0
3/3/2021,50-59,M,899,0,0,0,0,0
3/3/2021,60-69,F,2109,0,0,0,0,0
3/3/2021,60-69,M,2912,0,0,0,0,0
3/3/2021,70-79,F,951,0,0,0,0,0
3/3/2021,70-79,M,1430,0,0,0,0,0
3/3/2021,80 and above,F,353,0,0,0,0,0
3/3/2021,80 and above,M,395,0,0,0,0,0
4/3/2021,0-19,F,12,0,0,0,0,0
4/3/2021,0-19,M,10,0,0,0,0,0
4/3/2021,20-29,F,66,0,0,0,0,0
4/3/2021,20-29,M,91,0,0,0,0,0
4/3/2021,30-39,F,255,0,0,0,0,0
4/3/2021,30-39,M,251,0,0,0,0,0
4/3/2021,40-49,F,603,0,0,0,0,0
4/3/2021,40-49,M,628,0,0,0,0,0
4/3/2021,50-59,F,607,0,0,0,0,0
4/3/2021,50-59,M,847,0,0,0,0,0
4/3/2021,60-69,F,1797,0,0,0,0,0
4/3/2021,60-69,M,2586,0,0,0,0,0
4/3/2021,70-79,F,842,0,0,0,0,0
4/3/2021,70-79,M,1210,0,0,0,0,0
4/3/2021,80 and above,F,264,0,0,0,0,0
4/3/2021,80 and above,M,321,0,0,0,0,0
5/3/2021,0-19,F,14,0,0,0,0,0
5/3/2021,0-19,M,13,0,0,0,0,0
5/3/2021,20-29,F,72,0,0,0,0,0
5/3/2021,20-29,M,77,0,0,0,0,0
5/3/2021,30-39,F,238,0,0,0,0,0
5/3/2021,30-39,M,259,0,0,0,0,0
5/3/2021,40-49,F,621,0,0,0,0,0
5/3/2021,40-49,M,623,0,0,0,0,0
5/3/2021,50-59,F,673,0,0,0,0,0
5/3/2021,50-59,M,815,0,0,0,0,0
5/3/2021,60-69,F,1776,0,0,0,0,0
5/3/2021,60-69,M,2410,0,0,0,0,0
5/3/2021,70-79,F,817,0,0,0,0,0
5/3/2021,70-79,M,1176,0,0,0,0,0
5/3/2021,80 and above,F,247,0,0,0,0,0
5/3/2021,80 and above,M,307,0,0,0,0,0
6/3/2021,0-19,F,13,0,0,0,0,0
6/3/2021,0-19,M,17,0,0,0,0,0
6/3/2021,20-29,F,90,0,0,5,0,0
6/3/2021,20-29,M,131,0,0,10,0,0
6/3/2021,30-39,F,296,0,0,15,0,0
6/3/2021,30-39,M,299,0,0,23,0,0
6/3/2021,40-49,F,791,0,0,52,0,0
6/3/2021,40-49,M,921,1,0,44,0,0
6/3/2021,50-59,F,651,0,0,73,0,0
6/3/2021,50-59,M,960,0,0,86,0,0
6/3/2021,60-69,F,1781,0,0,9,0,0
6/3/2021,60-69,M,2560,0,0,16,0,0
6/3/2021,70-79,F,949,0,0,1,0,0
6/3/2021,70-79,M,1221,0,0,1,0,0
6/3/2021,80 and above,F,307,0,0,1,0,0
6/3/2021,80 and above,M,332,0,0,0,0,0
7/3/2021,0-19,F,19,0,0,0,0,0
7/3/2021,0-19,M,11,0,0,0,0,0
7/3/2021,20-29,F,91,0,0,28,0,0
7/3/2021,20-29,M,130,0,0,72,0,0
7/3/2021,30-39,F,212,0,0,63,0,0
7/3/2021,30-39,M,311,0,0,117,0,0
7/3/2021,40-49,F,552,0,0,112,0,0
7/3/2021,40-49,M,826,1,0,142,0,0
7/3/2021,50-59,F,417,0,0,132,0,0
7/3/2021,50-59,M,838,0,0,143,0,0
7/3/2021,60-69,F,1088,0,0,26,0,0
7/3/2021,60-69,M,1786,0,0,33,0,0
7/3/2021,70-79,F,601,0,0,0,0,0
7/3/2021,70-79,M,862,0,0,3,0,0
7/3/2021,80 and above,F,173,0,0,0,0,0
7/3/2021,80 and above,M,203,0,0,0,0,0
8/3/2021,0-19,F,8,0,0,0,0,0
8/3/2021,0-19,M,13,0,0,0,0,0
8/3/2021,20-29,F,64,0,0,34,0,0
8/3/2021,20-29,M,108,0,0,90,0,0
8/3/2021,30-39,F,222,0,0,65,0,0
8/3/2021,30-39,M,297,0,0,172,0,0
8/3/2021,40-49,F,608,0,0,95,0,0
8/3/2021,40-49,M,697,0,0,172,0,0
8/3/2021,50-59,F,604,0,0,113,0,0
8/3/2021,50-59,M,856,0,0,135,0,0
8/3/2021,60-69,F,1590,0,0,20,0,0
8/3/2021,60-69,M,2677,0,0,21,0,0
8/3/2021,70-79,F,634,0,0,3,0,0
8/3/2021,70-79,M,1129,0,0,2,0,0
8/3/2021,80 and above,F,164,0,0,1,0,0
8/3/2021,80 and above,M,230,0,0,0,0,0
9/3/2021,0-19,F,7,0,0,0,0,0
9/3/2021,0-19,M,8,0,0,0,0,0
9/3/2021,20-29,F,71,0,0,32,0,0
9/3/2021,20-29,M,108,0,0,44,0,0
9/3/2021,30-39,F,211,0,0,72,0,0
9/3/2021,30-39,M,316,0,0,142,0,0
9/3/2021,40-49,F,557,0,0,127,0,0
9/3/2021,40-49,M,725,1,0,140,0,0
9/3/2021,50-59,F,601,0,0,121,0,0
9/3/2021,50-59,M,894,0,0,144,0,0
9/3/2021,60-69,F,1289,0,0,19,0,0
9/3/2021,60-69,M,2336,0,0,36,0,0
9/3/2021,70-79,F,486,0,0,1,0,0
9/3/2021,70-79,M,872,0,0,0,0,0
9/3/2021,80 and above,F,129,0,0,0,0,0
9/3/2021,80 and above,M,187,0,0,0,0,0
10/3/2021,0-19,F,6,0,0,29,0,0
10/3/2021,0-19,M,15,0,0,42,0,0
10/3/2021,20-29,F,112,0,0,101,0,0
10/3/2021,20-29,M,264,0,0,147,0,0
10/3/2021,30-39,F,390,0,0,209,0,0
10/3/2021,30-39,M,729,0,0,467,0,0
10/3/2021,40-49,F,851,0,0,344,0,0
10/3/2021,40-49,M,1414,1,0,606,0,0
10/3/2021,50-59,F,787,0,0,256,0,0
10/3/2021,50-59,M,1760,0,0,504,0,0
10/3/2021,60-69,F,1126,0,0,742,0,0
10/3/2021,60-69,M,2108,0,0,1688,0,0
10/3/2021,70-79,F,419,0,0,267,0,0
10/3/2021,70-79,M,745,0,0,462,0,0
10/3/2021,80 and above,F,111,0,0,67,0,0
10/3/2021,80 and above,M,164,0,0,89,0,0
11/3/2021,0-19,F,12,0,0,28,0,0
11/3/2021,0-19,M,10,0,0,22,0,0
11/3/2021,20-29,F,102,0,0,71,0,0
11/3/2021,20-29,M,238,0,0,123,0,0
11/3/2021,30-39,F,309,0,0,212,0,0
11/3/2021,30-39,M,592,0,0,368,0,0
11/3/2021,40-49,F,800,0,0,321,0,0
11/3/2021,40-49,M,1062,0,0,531,0,0
11/3/2021,50-59,F,738,0,0,252,0,0
11/3/2021,50-59,M,1347,0,0,445,0,0
11/3/2021,60-69,F,1056,0,0,809,0,0
11/3/2021,60-69,M,1987,0,0,1640,0,0
11/3/2021,70-79,F,393,0,0,288,0,0
11/3/2021,70-79,M,704,0,0,490,0,0
11/3/2021,80 and above,F,101,0,0,76,0,0
11/3/2021,80 and above,M,146,0,0,87,0,0
12/3/2021,0-19,F,9,0,0,43,0,0
12/3/2021,0-19,M,9,0,0,56,0,0
12/3/2021,20-29,F,120,0,0,315,0,0
12/3/2021,20-29,M,189,0,0,407,0,0
12/3/2021,30-39,F,301,0,0,331,0,0
12/3/2021,30-39,M,491,0,0,558,0,0
12/3/2021,40-49,F,821,0,0,402,0,0
12/3/2021,40-49,M,1013,0,0,592,0,0
12/3/2021,50-59,F,769,0,0,297,0,0
12/3/2021,50-59,M,1343,0,0,507,0,0
12/3/2021,60-69,F,1162,0,0,776,0,0
12/3/2021,60-69,M,2108,0,0,1510,0,0
12/3/2021,70-79,F,357,0,0,271,0,0
12/3/2021,70-79,M,697,0,0,482,0,0
12/3/2021,80 and above,F,91,0,0,81,0,0
12/3/2021,80 and above,M,115,0,0,100,0,0
13/3/2021,0-19,F,5,0,0,43,0,0
13/3/2021,0-19,M,21,0,0,66,0,0
13/3/2021,20-29,F,144,0,0,264,0,0
13/3/2021,20-29,M,304,0,0,328,0,0
13/3/2021,30-39,F,329,0,0,328,0,0
13/3/2021,30-39,M,605,1,0,553,0,0
13/3/2021,40-49,F,808,0,0,503,0,0
13/3/2021,40-49,M,1073,0,0,692,0,0
13/3/2021,50-59,F,639,0,0,321,0,0
13/3/2021,50-59,M,1253,0,0,623,0,0
13/3/2021,60-69,F,827,0,0,631,0,0
13/3/2021,60-69,M,1486,0,0,1050,0,0
13/3/2021,70-79,F,324,0,0,288,0,0
13/3/2021,70-79,M,539,0,0,456,0,0
13/3/2021,80 and above,F,97,0,0,90,0,0
13/3/2021,80 and above,M,100,0,0,90,0,0
14/3/2021,0-19,F,5,0,0,41,0,0
14/3/2021,0-19,M,13,0,0,49,0,0
14/3/2021,20-29,F,107,0,0,156,0,0
14/3/2021,20-29,M,385,0,0,230,0,0
14/3/2021,30-39,F,275,0,0,272,0,0
14/3/2021,30-39,M,773,0,0,456,0,0
14/3/2021,40-49,F,684,0,0,368,0,0
14/3/2021,40-49,M,1418,0,0,591,0,0
14/3/2021,50-59,F,507,0,0,266,0,0
14/3/2021,50-59,M,1292,0,0,636,0,0
14/3/2021,60-69,F,499,0,0,568,0,0
14/3/2021,60-69,M,1267,0,0,1217,0,0
14/3/2021,70-79,F,233,0,0,239,0,0
14/3/2021,70-79,M,365,0,0,428,0,0
14/3/2021,80 and above,F,53,0,0,77,0,0
14/3/2021,80 and above,M,64,0,0,86,0,0
15/3/2021,0-19,F,3,0,0,40,0,0
15/3/2021,0-19,M,6,0,0,40,0,0
15/3/2021,20-29,F,132,0,0,236,0,0
15/3/2021,20-29,M,266,0,0,238,0,0
15/3/2021,30-39,F,390,0,0,312,0,0
15/3/2021,30-39,M,571,0,0,560,0,0
15/3/2021,40-49,F,917,0,0,375,0,0
15/3/2021,40-49,M,993,0,0,602,0,0
15/3/2021,50-59,F,715,0,0,297,0,0
15/3/2021,50-59,M,1276,0,0,600,0,0
15/3/2021,60-69,F,954,0,0,709,0,0
15/3/2021,60-69,M,1698,0,0,1489,0,0
15/3/2021,70-79,F,299,0,0,263,0,0
15/3/2021,70-79,M,590,0,0,465,0,0
15/3/2021,80 and above,F,64,0,0,82,0,0
15/3/2021,80 and above,M,92,0,0,89,0,0
16/3/2021,0-19,F,10,0,0,42,0,0
16/3/2021,0-19,M,7,0,0,58,0,0
16/3/2021,20-29,F,131,0,0,330,0,0
16/3/2021,20-29,M,228,0,0,530,0,0
16/3/2021,30-39,F,615,0,0,819,0,0
16/3/2021,30-39,M,622,0,0,1550,0,0
16/3/2021,40-49,F,1297,0,0,1021,0,0
16/3/2021,40-49,M,1100,0,0,1851,0,0
16/3/2021,50-59,F,1164,0,0,801,0,0
16/3/2021,50-59,M,1596,0,0,1811,0,0
16/3/2021,60-69,F,891,0,0,1024,0,0
16/3/2021,60-69,M,1583,0,0,2049,0,0
16/3/2021,70-79,F,276,0,0,335,0,0
16/3/2021,70-79,M,550,0,0,662,0,0
16/3/2021,80 and above,F,71,0,0,114,0,0
16/3/2021,80 and above,M,87,0,0,102,0,0
17/3/2021,0-19,F,12,0,0,45,0,0
17/3/2021,0-19,M,9,0,0,67,0,0
17/3/2021,20-29,F,214,0,0,299,0,0
17/3/2021,20-29,M,245,0,0,482,0,0
17/3/2021,30-39,F,1127,1,0,711,0,0
17/3/2021,30-39,M,1088,0,0,1161,0,0
17/3/2021,40-49,F,1826,0,0,922,0,0
17/3/2021,40-49,M,1667,0,0,1507,0,0
17/3/2021,50-59,F,1658,0,0,720,0,0
17/3/2021,50-59,M,2310,0,0,1477,0,0
17/3/2021,60-69,F,774,0,0,961,0,0
17/3/2021,60-69,M,1403,0,0,1827,0,0
17/3/2021,70-79,F,262,0,0,352,0,0
17/3/2021,70-79,M,484,0,0,616,0,0
17/3/2021,80 and above,F,65,0,0,96,0,0
17/3/2021,80 and above,M,104,0,0,109,0,0
18/3/2021,0-19,F,13,0,0,29,0,0
18/3/2021,0-19,M,10,0,0,51,0,0
18/3/2021,20-29,F,203,0,0,320,0,0
18/3/2021,20-29,M,263,0,0,446,0,0
18/3/2021,30-39,F,1013,0,0,727,0,0
18/3/2021,30-39,M,863,0,0,1103,0,0
18/3/2021,40-49,F,1765,0,0,943,0,0
18/3/2021,40-49,M,1387,0,0,1397,0,0
18/3/2021,50-59,F,1471,0,0,651,0,0
18/3/2021,50-59,M,1963,0,0,1294,0,0
18/3/2021,60-69,F,778,0,0,1005,0,0
18/3/2021,60-69,M,1312,0,0,1734,0,0
18/3/2021,70-79,F,211,0,0,326,0,0
18/3/2021,70-79,M,474,0,0,569,0,0
18/3/2021,80 and above,F,53,0,0,78,0,0
18/3/2021,80 and above,M,70,0,0,105,0,0
19/3/2021,0-19,F,11,0,0,164,0,0
19/3/2021,0-19,M,9,0,0,185,0,0
19/3/2021,20-29,F,208,0,0,413,0,0
19/3/2021,20-29,M,250,0,0,464,0,0
19/3/2021,30-39,F,1100,0,0,1567,0,0
19/3/2021,30-39,M,881,0,0,2122,0,0
19/3/2021,40-49,F,1730,0,0,1898,0,0
19/3/2021,40-49,M,1382,0,0,2533,0,0
19/3/2021,50-59,F,1510,0,0,1324,0,0
19/3/2021,50-59,M,1962,0,0,2091,0,0
19/3/2021,60-69,F,709,0,0,794,0,0
19/3/2021,60-69,M,1246,0,0,1314,0,0
19/3/2021,70-79,F,215,0,0,293,0,0
19/3/2021,70-79,M,432,0,0,484,0,0
19/3/2021,80 and above,F,60,0,0,81,0,0
19/3/2021,80 and above,M,90,0,0,82,0,0
20/3/2021,0-19,F,15,0,0,103,0,0
20/3/2021,0-19,M,19,0,0,143,0,0
20/3/2021,20-29,F,266,0,0,400,0,0
20/3/2021,20-29,M,344,0,0,465,0,0
20/3/2021,30-39,F,1095,0,0,1577,0,0
20/3/2021,30-39,M,1081,0,0,1971,0,0
20/3/2021,40-49,F,1642,0,0,1901,0,0
20/3/2021,40-49,M,1547,0,0,2265,0,0
20/3/2021,50-59,F,1302,0,0,1350,0,0
20/3/2021,50-59,M,1802,0,0,1918,0,0
20/3/2021,60-69,F,596,0,0,775,0,0
20/3/2021,60-69,M,910,0,0,1144,0,0
20/3/2021,70-79,F,230,0,0,357,0,0
20/3/2021,70-79,M,346,0,0,476,0,0
20/3/2021,80 and above,F,61,0,0,102,0,0
20/3/2021,80 and above,M,69,0,0,96,0,0
21/3/2021,0-19,F,6,0,0,116,0,0
21/3/2021,0-19,M,14,0,0,132,0,0
21/3/2021,20-29,F,149,0,0,374,0,0
21/3/2021,20-29,M,384,0,0,438,0,0
21/3/2021,30-39,F,702,0,0,1728,0,0
21/3/2021,30-39,M,994,0,0,2065,0,0
21/3/2021,40-49,F,1271,0,0,1813,0,0
21/3/2021,40-49,M,1483,0,0,2424,0,0
21/3/2021,50-59,F,826,0,0,1204,0,0
21/3/2021,50-59,M,1530,0,0,1979,0,0
21/3/2021,60-69,F,404,0,0,558,0,0
21/3/2021,60-69,M,875,0,0,1098,0,0
21/3/2021,70-79,F,135,0,0,298,0,0
21/3/2021,70-79,M,241,0,0,386,0,0
21/3/2021,80 and above,F,27,0,0,56,0,0
21/3/2021,80 and above,M,43,0,0,67,0,0
22/3/2021,0-19,F,5,0,0,82,0,0
22/3/2021,0-19,M,9,0,0,91,0,0
22/3/2021,20-29,F,170,0,0,378,0,0
22/3/2021,20-29,M,192,0,0,432,0,0
22/3/2021,30-39,F,857,0,0,1735,0,0
22/3/2021,30-39,M,703,1,0,2005,1,0
22/3/2021,40-49,F,1521,0,0,1942,0,0
22/3/2021,40-49,M,1089,10,0,2256,0,0
22/3/2021,50-59,F,1248,1,0,1377,0,0
22/3/2021,50-59,M,1663,10,0,2102,0,0
22/3/2021,60-69,F,680,5,0,719,0,0
22/3/2021,60-69,M,1193,7,0,1212,0,0
22/3/2021,70-79,F,247,1,0,231,0,0
22/3/2021,70-79,M,416,7,0,392,0,0
22/3/2021,80 and above,F,49,0,0,57,0,0
22/3/2021,80 and above,M,86,0,0,73,0,0
23/3/2021,0-19,F,7,0,0,100,0,0
23/3/2021,0-19,M,9,1,0,92,0,0
23/3/2021,20-29,F,175,3,0,387,0,0
23/3/2021,20-29,M,206,4,0,379,0,0
23/3/2021,30-39,F,718,9,0,1740,0,0
23/3/2021,30-39,M,573,26,0,1882,0,0
23/3/2021,40-49,F,1370,18,0,1995,0,0
23/3/2021,40-49,M,957,51,0,2108,0,0
23/3/2021,50-59,F,1100,15,0,1382,0,0
23/3/2021,50-59,M,1429,66,0,1999,0,0
23/3/2021,60-69,F,657,43,0,686,0,0
23/3/2021,60-69,M,1181,107,0,1059,0,0
23/3/2021,70-79,F,170,20,0,186,0,0
23/3/2021,70-79,M,381,21,0,325,0,0
23/3/2021,80 and above,F,33,5,0,44,0,0
23/3/2021,80 and above,M,51,6,0,56,0,0
24/3/2021,0-19,F,3,0,0,1,0,0
24/3/2021,0-19,M,7,0,0,3,0,0
24/3/2021,20-29,F,166,0,0,19,0,0
24/3/2021,20-29,M,230,0,0,18,0,0
24/3/2021,30-39,F,749,0,0,157,0,0
24/3/2021,30-39,M,543,2,0,163,0,0
24/3/2021,40-49,F,1334,4,0,180,0,0
24/3/2021,40-49,M,982,7,0,211,0,0
24/3/2021,50-59,F,1019,7,0,85,0,0
24/3/2021,50-59,M,1310,4,0,118,0,0
24/3/2021,60-69,F,581,4,0,35,0,0
24/3/2021,60-69,M,1080,2,0,55,0,0
24/3/2021,70-79,F,176,0,0,11,0,0
24/3/2021,70-79,M,363,2,0,16,0,0
24/3/2021,80 and above,F,47,0,0,4,0,0
24/3/2021,80 and above,M,72,0,0,5,0,0
25/3/2021,0-19,F,11,0,0,0,0,0
25/3/2021,0-19,M,16,0,0,0,0,0
25/3/2021,20-29,F,169,0,0,0,0,0
25/3/2021,20-29,M,214,1,0,0,0,0
25/3/2021,30-39,F,735,0,0,0,0,0
25/3/2021,30-39,M,528,3,0,0,0,0
25/3/2021,40-49,F,1324,3,0,0,0,0
25/3/2021,40-49,M,895,4,0,0,0,0
25/3/2021,50-59,F,1001,3,0,0,0,0
25/3/2021,50-59,M,1258,7,0,0,0,0
25/3/2021,60-69,F,492,1,0,0,0,0
25/3/2021,60-69,M,957,3,0,0,0,0
25/3/2021,70-79,F,181,1,0,0,0,0
25/3/2021,70-79,M,316,2,0,0,0,0
25/3/2021,80 and above,F,41,0,0,0,0,0
25/3/2021,80 and above,M,54,0,0,0,0,0
26/3/2021,0-19,F,12,10,0,0,0,0
26/3/2021,0-19,M,9,6,0,0,0,0
26/3/2021,20-29,F,211,38,0,0,0,0
26/3/2021,20-29,M,270,39,0,0,0,0
26/3/2021,30-39,F,790,84,0,0,0,0
26/3/2021,30-39,M,550,124,0,0,0,0
26/3/2021,40-49,F,1354,260,0,0,0,0
26/3/2021,40-49,M,934,349,0,0,0,0
26/3/2021,50-59,F,1044,265,0,0,0,0
26/3/2021,50-59,M,1224,462,0,0,0,0
26/3/2021,60-69,F,568,813,0,0,0,0
26/3/2021,60-69,M,927,1756,0,0,0,0
26/3/2021,70-79,F,188,304,0,0,0,0
26/3/2021,70-79,M,338,450,0,0,0,0
26/3/2021,80 and above,F,41,123,0,0,0,0
26/3/2021,80 and above,M,59,115,0,0,0,0
27/3/2021,0-19,F,12,18,0,0,0,0
27/3/2021,0-19,M,21,14,0,0,0,0
27/3/2021,20-29,F,195,59,0,0,0,0
27/3/2021,20-29,M,255,122,0,0,0,0
27/3/2021,30-39,F,762,156,0,0,0,0
27/3/2021,30-39,M,627,241,0,0,0,0
27/3/2021,40-49,F,1201,418,0,0,0,0
27/3/2021,40-49,M,950,717,0,0,0,0
27/3/2021,50-59,F,961,376,0,0,0,0
27/3/2021,50-59,M,1214,818,0,0,0,0
27/3/2021,60-69,F,425,710,0,0,0,0
27/3/2021,60-69,M,643,1386,0,0,0,0
27/3/2021,70-79,F,143,418,0,0,0,0
27/3/2021,70-79,M,232,539,0,0,0,0
27/3/2021,80 and above,F,36,178,0,0,0,0
27/3/2021,80 and above,M,55,138,0,0,0,0
28/3/2021,0-19,F,5,7,0,0,0,0
28/3/2021,0-19,M,11,13,0,0,0,0
28/3/2021,20-29,F,129,43,0,0,0,0
28/3/2021,20-29,M,315,95,0,0,0,0
28/3/2021,30-39,F,569,140,0,0,0,0
28/3/2021,30-39,M,681,286,0,0,0,0
28/3/2021,40-49,F,988,387,0,0,0,0
28/3/2021,40-49,M,1052,830,0,0,0,0
28/3/2021,50-59,F,642,323,0,0,0,0
28/3/2021,50-59,M,1177,896,0,0,0,0
28/3/2021,60-69,F,263,759,0,0,0,0
28/3/2021,60-69,M,547,1555,0,0,0,0
28/3/2021,70-79,F,74,404,0,0,0,0
28/3/2021,70-79,M,138,520,0,0,0,0
28/3/2021,80 and above,F,22,146,0,0,0,0
28/3/2021,80 and above,M,22,135,0,0,0,0
29/3/2021,0-19,F,13,5,0,0,0,0
29/3/2021,0-19,M,8,7,0,0,0,0
29/3/2021,20-29,F,142,31,0,0,0,0
29/3/2021,20-29,M,199,57,0,0,0,0
29/3/2021,30-39,F,690,84,0,0,0,0
29/3/2021,30-39,M,480,194,0,0,0,0
29/3/2021,40-49,F,1195,305,0,0,0,0
29/3/2021,40-49,M,747,613,0,0,0,0
29/3/2021,50-59,F,987,274,0,0,0,0
29/3/2021,50-59,M,1092,647,0,0,0,0
29/3/2021,60-69,F,292,870,0,0,0,0
29/3/2021,60-69,M,458,1927,0,0,0,0
29/3/2021,70-79,F,97,294,0,0,0,0
29/3/2021,70-79,M,167,534,0,0,0,0
29/3/2021,80 and above,F,16,106,0,0,0,0
29/3/2021,80 and above,M,35,105,0,0,0,0
30/3/2021,0-19,F,10,6,0,0,0,0
30/3/2021,0-19,M,3,6,0,0,0,0
30/3/2021,20-29,F,141,59,0,0,0,0
30/3/2021,20-29,M,145,42,0,0,0,0
30/3/2021,30-39,F,630,164,0,0,0,0
30/3/2021,30-39,M,399,182,0,0,0,0
30/3/2021,40-49,F,982,406,0,0,0,0
30/3/2021,40-49,M,565,566,0,0,0,0
30/3/2021,50-59,F,781,481,0,0,0,0
30/3/2021,50-59,M,847,733,0,0,0,0
30/3/2021,60-69,F,285,1824,0,0,0,0
